Doador;CPF/CNPJ;Doador Originário;CPF/CNPJ Originário;Data;N° Recibo Eleitoral;Valor R$;Espécie do Recurso;N° Documento;Nome do Candidato;Número do Candidato;Candidatura;Partido;Unidade Eleitoral;Fonte do Recurso;20014BA7712;
ARCELOR MITTAL BRASIL S.A.;17.469.701/0001-77;;;17/09/2014;077120600000BA000018;R$ 100.000,00;Transferência eletrônica;4263356;ARTHUR DE OLIVEIRA MAIA DA SILVA;7712;Deputado Federal;SD;BAHIA;;20014BA7712;
BRASKEM S/A;42.150.391/0001-70;;;01/09/2014;077120600000BA000012;R$ 30.000,00;Transferência eletrônica;XXXXXXXXXXXXXXX;ARTHUR DE OLIVEIRA MAIA DA SILVA;7712;Deputado Federal;SD;BAHIA;;20014BA7712;
BSC SHOPPING CENTER SA;04.556.724/0001-77;;;29/08/2014;077120600000BA000011;R$ 250.000,00;Transferência eletrônica;5908527;ARTHUR DE OLIVEIRA MAIA DA SILVA;7712;Deputado Federal;SD;BAHIA;;20014BA7712;
CHECK - UP -UP - UNIDADE PREVENTIVA DE SERVICOS AUXILIARES DE APOIO DIAGNOSTICO LTDA;10.420.940/0001-93;;;25/09/2014;077120600000BA000026;R$ 40.000,00;Transferência eletrônica;6719164;ARTHUR DE OLIVEIRA MAIA DA SILVA;7712;Deputado Federal;SD;BAHIA;;20014BA7712;
Direção Estadual/Distrital;20.468.795/0001-74;UTC ENGENHARIA S.A.;44.023.661/0001-08;17/09/2014;077120600000BA000037;R$ 3.336,00;Estimado;;ARTHUR DE OLIVEIRA MAIA DA SILVA;7712;Deputado Federal;SD;BAHIA;Outros Recursos;20014BA7712;
Direção Nacional;18.532.307/0001-07;COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO;47.508.411/0001-56;06/10/2014;077120600000BA000036;R$ 49.986,00;Cheque;850078;ARTHUR DE OLIVEIRA MAIA DA SILVA;7712;Deputado Federal;SD;BAHIA;Outros Recursos;20014BA7712;
Direção Nacional;18.532.307/0001-07;BRASKEM S/A;42.150.391/0001-70;30/09/2014;077120600000BA000031;R$ 50.000,00;Cheque;850094;ARTHUR DE OLIVEIRA MAIA DA SILVA;7712;Deputado Federal;SD;BAHIA;Outros Recursos;20014BA7712;
Direção Nacional;18.532.307/0001-07;AMIL ASSISTENCIA MEDICA INTERNACIONAL S.A.;29.309.127/0116-18;30/09/2014;077120600000BA000030;R$ 99.986,00;Cheque;850094;ARTHUR DE OLIVEIRA MAIA DA SILVA;7712;Deputado Federal;SD;BAHIA;Outros Recursos;20014BA7712;
Direção Nacional;18.532.307/0001-07;BANCO SAFRA;58.160.789/0001-28;30/09/2014;077120600000BA000029;R$ 30.000,00;Cheque;850094;ARTHUR DE OLIVEIRA MAIA DA SILVA;7712;Deputado Federal;SD;BAHIA;Outros Recursos;20014BA7712;
Direção Nacional;18.532.307/0001-07;CBPO ENGENHARIA LTDA;61.156.410/0001-10;23/09/2014;077120600000BA000025;R$ 219.986,00;Cheque;850085;ARTHUR DE OLIVEIRA MAIA DA SILVA;7712;Deputado Federal;SD;BAHIA;Outros Recursos;20014BA7712;
