Doador;CPF/CNPJ;Doador Originário;CPF/CNPJ Originário;Data;N° Recibo Eleitoral;Valor R$;Espécie do Recurso;N° Documento;Nome do Candidato;Número do Candidato;Candidatura;Partido;Unidade Eleitoral;Fonte do Recurso;20014MG7004;
Comitê Financeiro Único;20.497.872/0001-14;;;15/08/2014;070040600000MG000001;R$ 500,00;Estimado;;HELENA LUCIA DOS SANTOS;7004;Deputado Federal;PT do B;MINAS GERAIS;Outros Recursos;20014MG7004;
Comitê Financeiro Único;20.497.872/0001-14;;;20/08/2014;070040600000MG000002;R$ 105,00;Estimado;;HELENA LUCIA DOS SANTOS;7004;Deputado Federal;PT do B;MINAS GERAIS;Outros Recursos;20014MG7004;
Comitê Financeiro Único;20.497.872/0001-14;;;20/08/2014;070040600000MG000003;R$ 378,00;Estimado;;HELENA LUCIA DOS SANTOS;7004;Deputado Federal;PT do B;MINAS GERAIS;Outros Recursos;20014MG7004;
Comitê Financeiro Único;20.497.872/0001-14;;;20/08/2014;070040600000MG000004;R$ 180,00;Estimado;;HELENA LUCIA DOS SANTOS;7004;Deputado Federal;PT do B;MINAS GERAIS;Outros Recursos;20014MG7004;
Comitê Financeiro Único;20.497.872/0001-14;;;03/10/2014;070040600000MG000010;R$ 1.512,00;Estimado;;HELENA LUCIA DOS SANTOS;7004;Deputado Federal;PT do B;MINAS GERAIS;Outros Recursos;20014MG7004;
Comitê Financeiro Único;20.497.872/0001-14;;;03/10/2014;070040600000MG000006;R$ 300,00;Estimado;;HELENA LUCIA DOS SANTOS;7004;Deputado Federal;PT do B;MINAS GERAIS;Outros Recursos;20014MG7004;
Comitê Financeiro Único;20.497.872/0001-14;;;03/10/2014;070040600000MG000007;R$ 800,00;Estimado;;HELENA LUCIA DOS SANTOS;7004;Deputado Federal;PT do B;MINAS GERAIS;Outros Recursos;20014MG7004;
Comitê Financeiro Único;20.497.872/0001-14;;;03/10/2014;070040600000MG000008;R$ 1.512,00;Estimado;;HELENA LUCIA DOS SANTOS;7004;Deputado Federal;PT do B;MINAS GERAIS;Outros Recursos;20014MG7004;
Comitê Financeiro Único;20.497.872/0001-14;;;03/10/2014;070040600000MG000009;R$ 720,00;Estimado;;HELENA LUCIA DOS SANTOS;7004;Deputado Federal;PT do B;MINAS GERAIS;Outros Recursos;20014MG7004;
Comitê Financeiro Único;20.497.872/0001-14;;;03/10/2014;070040600000MG000005;R$ 1.260,00;Estimado;;HELENA LUCIA DOS SANTOS;7004;Deputado Federal;PT do B;MINAS GERAIS;Outros Recursos;20014MG7004;
