Doador;CPF/CNPJ;Doador Originário;CPF/CNPJ Originário;Data;N° Recibo Eleitoral;Valor R$;Espécie do Recurso;N° Documento;Nome do Candidato;Número do Candidato;Candidatura;Partido;Unidade Eleitoral;Fonte do Recurso;
Direção Estadual/Distrital;24.566.598/0001-49;;;08/09/2014;033230600000PE000007;R$ 2.100,00;Estimado;;IVANILDO PEDRO DA SILVA;3323;Deputado Federal;PMN;PERNAMBUCO;Fundo Partidário;
Direção Estadual/Distrital;24.566.598/0001-49;JBS S/A;02.916.265/0001-60;08/09/2014;033230600000PE000008;R$ 3.375,00;Estimado;;IVANILDO PEDRO DA SILVA;3323;Deputado Federal;PMN;PERNAMBUCO;Outros Recursos;
Direção Nacional;29.549.433/0001-82;;;05/10/2014;033230600000PE000010;R$ 560,00;Estimado;;IVANILDO PEDRO DA SILVA;3323;Deputado Federal;PMN;PERNAMBUCO;Fundo Partidário;
Direção Nacional;29.549.433/0001-82;;;08/09/2014;033230600000PE000004;R$ 75,50;Estimado;;IVANILDO PEDRO DA SILVA;3323;Deputado Federal;PMN;PERNAMBUCO;Fundo Partidário;
Direção Nacional;29.549.433/0001-82;;;08/09/2014;033230600000PE000005;R$ 115,20;Estimado;;IVANILDO PEDRO DA SILVA;3323;Deputado Federal;PMN;PERNAMBUCO;Fundo Partidário;
Direção Nacional;29.549.433/0001-82;;;08/09/2014;033230600000PE000006;R$ 75,60;Estimado;;IVANILDO PEDRO DA SILVA;3323;Deputado Federal;PMN;PERNAMBUCO;Fundo Partidário;
Direção Nacional;29.549.433/0001-82;;;05/10/2014;033230600000PE000009;R$ 280,00;Estimado;;IVANILDO PEDRO DA SILVA;3323;Deputado Federal;PMN;PERNAMBUCO;Fundo Partidário;
Direção Nacional;29.549.433/0001-82;;;01/08/2014;033230600000PE000001;R$ 157,50;Estimado;;IVANILDO PEDRO DA SILVA;3323;Deputado Federal;PMN;PERNAMBUCO;Fundo Partidário;
Direção Nacional;29.549.433/0001-82;JBS S/A;02.916.265/0001-60;22/09/2014;033230600000PE000002;R$ 5.000,00;Cheque;850041;IVANILDO PEDRO DA SILVA;3323;Deputado Federal;PMN;PERNAMBUCO;Outros Recursos;
Direção Nacional;29.549.433/0001-82;;;08/09/2014;033230600000PE000003;R$ 90,00;Estimado;;IVANILDO PEDRO DA SILVA;3323;Deputado Federal;PMN;PERNAMBUCO;Fundo Partidário;
